invoice_id,customer_ref,invoice_date,amount_usd,status,currency
in_000000079,cus_000000500050,2022-11-03,79590.12,paid,USD
in_000000080,cus_000000500123,2022-11-03,1199.62,paid,USD
in_000000081,cus_000000500155,2022-11-03,606.75,paid,USD
in_000000082,cus_000000500033,2022-11-04,502.22,paid,USD
in_000000083,cus_000000500097,2022-11-04,1576.56,paid,USD
in_000000084,cus_000000500124,2022-11-04,2138.33,failed,USD
in_000000085,cus_000000500131,2022-11-04,353.04,paid,USD
in_000000086,cus_000000500137,2022-11-04,820.04,paid,USD
in_000000087,cus_000000500169,2022-11-04,718.97,paid,USD
in_000000088,cus_000000500020,2022-11-05,857.39,paid,USD
in_000000089,cus_000000500139,2022-11-05,792.60,paid,USD
in_000000090,cus_000000500165,2022-11-05,2374.03,paid,USD
in_000000091,cus_000000500021,2022-11-06,4595.64,paid,USD
in_000000092,cus_000000500130,2022-11-06,2257.36,paid,USD
in_000000093,cus_000000500144,2022-11-06,1941.33,failed,USD
in_000000094,cus_000000500149,2022-11-06,319.68,paid,USD
in_000000095,cus_000000500029,2022-11-07,5286.88,paid,USD
in_000000096,cus_000000500032,2022-11-07,632.43,paid,USD
in_000000097,cus_000000500052,2022-11-07,9000.00,paid,USD
in_000000098,cus_000000500053,2022-11-07,9000.00,paid,USD
in_000000099,cus_000000500072,2022-11-07,5050.34,paid,USD
in_000000100,cus_000000500091,2022-11-07,45179.57,paid,USD
in_000000101,cus_000000500133,2022-11-07,1571.57,void,USD
in_000000102,cus_000000500133,2022-11-07,1521.23,paid,USD
in_000000103,cus_000000500060,2022-11-08,2239.33,paid,USD
in_000000104,cus_000000500047,2022-11-09,381.07,paid,USD
in_000000105,cus_000000500067,2022-11-09,82447.92,paid,USD
in_000000106,cus_000000500094,2022-11-09,14400.00,paid,USD
in_000000107,cus_000000500111,2022-11-09,545.81,paid,USD
in_000000108,cus_000000500126,2022-11-09,471.70,paid,USD
in_000000109,cus_000000500153,2022-11-09,3595.03,refunded,USD
in_000000110,cus_000000500006,2022-11-10,378.36,paid,USD
in_000000111,cus_000000500086,2022-11-10,120775.56,paid,USD
in_000000112,cus_000000500152,2022-11-10,2552.38,paid,USD
in_000000113,cus_000000500176,2022-11-10,989.02,paid,USD
in_000000114,cus_000000500145,2022-11-11,1528.67,paid,USD
in_000000115,cus_000000500146,2022-11-11,2545.09,paid,USD
in_000000116,cus_000000500036,2022-11-12,530.36,paid,USD
in_000000117,cus_000000500105,2022-11-12,424.82,paid,USD
in_000000118,cus_000000500124,2022-11-12,2138.33,paid,USD
in_000000119,cus_000000500128,2022-11-12,72000.00,paid,USD
in_000000120,cus_000000500138,2022-11-12,657.34,paid,USD
in_000000121,cus_000000500140,2022-11-12,1058.16,paid,USD
in_000000122,cus_000000500144,2022-11-12,1941.33,paid,USD
in_000000123,cus_000000500170,2022-11-12,2180.99,paid,USD
in_000000124,cus_000000500011,2022-11-13,32451.96,paid,USD
in_000000125,cus_000000500075,2022-11-13,4092.13,paid,USD
in_000000126,cus_000000500118,2022-11-13,494.40,paid,USD
in_000000127,cus_000000500143,2022-11-13,612.62,paid,USD
in_000000128,cus_000000500173,2022-11-13,3106.56,paid,USD
in_000000129,cus_000000500010,2022-11-14,1200.00,paid,USD
in_000000130,cus_000000500147,2022-11-14,474.82,paid,USD
in_000000131,cus_000000500164,2022-11-14,4310.39,paid,USD
in_000000132,cus_000000500172,2022-11-14,281.25,paid,USD
in_000000133,cus_000000500008,2022-11-15,72000.00,paid,USD
in_000000134,cus_000000500013,2022-11-15,822.66,paid,USD
in_000000135,cus_000000500041,2022-11-15,1069.56,paid,USD
in_000000136,cus_000000500054,2022-11-15,72000.00,paid,USD
in_000000137,cus_000000500082,2022-11-15,512.45,refunded,USD
in_000000138,cus_000000500085,2022-11-15,250.00,paid,USD
in_000000139,cus_000000500114,2022-11-15,2089.26,paid,USD
in_000000140,cus_000000500044,2022-11-16,1663.90,paid,USD
in_000000141,cus_000000500018,2022-11-17,3981.25,paid,USD
in_000000142,cus_000000500022,2022-11-18,17292.84,void,USD
in_000000143,cus_000000500022,2022-11-18,16106.04,paid,USD
in_000000144,cus_000000500077,2022-11-18,887.61,paid,USD
in_000000145,cus_000000500095,2022-11-18,1547.10,failed,USD
in_000000146,cus_000000500102,2022-11-18,486.19,failed,USD
in_000000147,cus_000000500174,2022-11-18,881.60,paid,USD
in_000000148,cus_000000500090,2022-11-19,696.82,paid,USD
in_000000149,cus_000000500098,2022-11-19,809.34,paid,USD
in_000000150,cus_000000500161,2022-11-19,6950.52,paid,USD
in_000000151,cus_000000500166,2022-11-19,115502.31,paid,USD
in_000000152,cus_000000500167,2022-11-19,175245.96,paid,USD
in_000000153,cus_000000500171,2022-11-19,1282.84,paid,USD
in_000000154,cus_000000500001,2022-11-20,2998.06,paid,USD
in_000000155,cus_000000500078,2022-11-20,598.62,paid,USD
in_000000156,cus_000000500148,2022-11-21,1597.09,failed,USD
in_000000157,cus_000000500158,2022-11-21,3170.60,paid,USD
in_000000158,cus_000000500003,2022-11-22,6000.00,paid,USD
in_000000159,cus_000000500004,2022-11-22,7703.20,paid,USD
in_000000160,cus_000000500070,2022-11-22,43954.68,paid,USD
in_000000161,cus_000000500092,2022-11-22,484.85,paid,USD
in_000000162,cus_000000500141,2022-11-22,622.13,paid,USD
in_000000163,cus_000000500015,2022-11-23,2946.92,paid,USD
in_000000164,cus_000000500059,2022-11-23,1200.00,paid,USD
in_000000165,cus_000000500061,2022-11-23,531.17,paid,USD
in_000000166,cus_000000500081,2022-11-23,421.08,paid,USD
in_000000167,cus_000000500093,2022-11-23,3882.47,paid,USD
in_000000168,cus_000000500095,2022-11-23,1547.10,paid,USD
in_000000169,cus_000000500102,2022-11-23,486.19,paid,USD
in_000000170,cus_000000500023,2022-11-24,291.89,paid,USD
in_000000171,cus_000000500051,2022-11-24,1200.00,paid,USD
in_000000172,cus_000000500135,2022-11-24,7209.96,paid,USD
in_000000173,cus_000000500175,2022-11-24,2750.43,paid,USD
in_000000174,cus_000000500027,2022-11-25,72000.00,paid,USD
in_000000175,cus_000000500080,2022-11-25,27979.08,paid,USD
in_000000176,cus_000000500089,2022-11-25,4461.42,paid,USD
in_000000177,cus_000000500110,2022-11-25,2023.15,paid,USD
in_000000178,cus_000000500136,2022-11-25,1982.93,paid,USD
in_000000179,cus_000000500148,2022-11-25,1597.09,paid,USD
in_000000180,cus_000000500151,2022-11-25,2148.05,paid,USD
in_000000181,cus_000000500162,2022-11-25,351.54,paid,USD
in_000000182,cus_000000500163,2022-11-25,336.97,paid,USD
in_000000183,cus_000000500012,2022-11-26,166569.36,paid,USD
in_000000184,cus_000000500030,2022-11-26,1662.88,paid,USD
in_000000185,cus_000000500088,2022-11-26,338.81,void,USD
in_000000186,cus_000000500088,2022-11-26,332.37,paid,USD
in_000000187,cus_000000500101,2022-11-26,5084.76,paid,USD
in_000000188,cus_000000500159,2022-11-26,683.74,paid,USD
in_000000189,cus_000000500007,2022-11-27,2795.11,paid,USD
in_000000190,cus_000000500024,2022-11-27,154768.08,paid,USD
in_000000191,cus_000000500039,2022-11-27,652.44,paid,USD
in_000000192,cus_000000500058,2022-11-27,700.47,paid,USD
in_000000193,cus_000000500084,2022-11-27,666.33,paid,USD
in_000000194,cus_000000500116,2022-11-27,566.26,paid,USD
in_000000195,cus_000000500122,2022-11-27,251101.08,paid,USD
in_000000196,cus_000000500139,2022-11-27,792.60,paid,USD
in_000000197,cus_000000500079,2022-11-28,4579.68,paid,USD
in_000000198,cus_000000500025,2022-11-29,35140.56,paid,USD
in_000000199,cus_000000500083,2022-11-29,3615.15,paid,USD
in_000000200,cus_000000500096,2022-11-29,714.37,paid,USD
in_000000201,cus_000000500100,2022-11-29,99044.28,paid,USD
in_000000202,cus_000000500019,2022-11-30,2724.06,paid,USD
in_000000203,cus_000000500066,2022-11-30,1200.00,paid,USD
in_000000204,cus_000000500134,2022-11-30,4141.00,paid,USD
in_000000205,cus_000000500057,2022-12-01,1838.26,paid,USD
in_000000206,cus_000000500062,2022-12-01,666.13,paid,USD
in_000000207,cus_000000500168,2022-12-01,932.18,paid,USD
in_000000208,cus_000000500028,2022-12-02,30030.36,paid,USD
in_000000209,cus_000000500106,2022-12-02,186429.60,failed,USD
in_000000210,cus_000000500120,2022-12-02,1388.47,paid,USD
in_000000211,cus_000000500129,2022-12-02,5690.03,paid,USD
in_000000212,cus_000000500005,2022-12-03,14400.00,paid,USD
in_000000213,cus_000000500123,2022-12-03,1199.62,paid,USD
in_000000214,cus_000000500017,2022-12-04,1815.31,paid,USD
in_000000215,cus_000000500033,2022-12-04,502.22,paid,USD
in_000000216,cus_000000500071,2022-12-04,1200.47,paid,USD
in_000000217,cus_000000500097,2022-12-04,1576.56,paid,USD
in_000000218,cus_000000500119,2022-12-04,76539.72,refunded,USD
in_000000219,cus_000000500124,2022-12-04,2138.33,paid,USD
in_000000220,cus_000000500131,2022-12-04,353.04,paid,USD
in_000000221,cus_000000500137,2022-12-04,820.04,paid,USD
in_000000222,cus_000000500169,2022-12-04,718.97,paid,USD
in_000000223,cus_000000500184,2022-12-04,2537.62,paid,USD
in_000000224,cus_000000500187,2022-12-04,2510.94,paid,USD
in_000000225,cus_000000500002,2022-12-05,4220.76,paid,USD
in_000000226,cus_000000500020,2022-12-05,857.39,paid,USD
in_000000227,cus_000000500073,2022-12-05,72000.00,paid,USD
in_000000228,cus_000000500165,2022-12-05,2374.03,paid,USD
in_000000229,cus_000000500178,2022-12-05,1200.00,paid,USD
in_000000230,cus_000000500037,2022-12-06,9804.24,paid,USD
in_000000231,cus_000000500046,2022-12-06,1049.00,paid,USD
in_000000232,cus_000000500130,2022-12-06,2257.36,paid,USD
in_000000233,cus_000000500144,2022-12-06,1941.33,paid,USD
in_000000234,cus_000000500149,2022-12-06,319.68,paid,USD
in_000000235,cus_000000500029,2022-12-07,5286.88,paid,USD
in_000000236,cus_000000500032,2022-12-07,632.43,paid,USD
in_000000237,cus_000000500072,2022-12-07,5050.34,void,USD
in_000000238,cus_000000500072,2022-12-07,5144.68,paid,USD
in_000000239,cus_000000500091,2022-12-07,44756.65,paid,USD
in_000000240,cus_000000500099,2022-12-07,349.86,paid,USD
in_000000241,cus_000000500106,2022-12-07,186429.60,paid,USD
in_000000242,cus_000000500133,2022-12-07,1571.57,paid,USD
in_000000243,cus_000000500060,2022-12-08,2239.33,void,USD
in_000000244,cus_000000500060,2022-12-08,2167.77,paid,USD
in_000000245,cus_000000500064,2022-12-08,36000.00,paid,USD
in_000000246,cus_000000500065,2022-12-08,36000.00,paid,USD
in_000000247,cus_000000500109,2022-12-08,623.38,paid,USD
in_000000248,cus_000000500186,2022-12-08,1706.71,paid,USD
in_000000249,cus_000000500047,2022-12-09,381.07,paid,USD
in_000000250,cus_000000500055,2022-12-09,4070.20,paid,USD
in_000000251,cus_000000500111,2022-12-09,646.37,void,USD
in_000000252,cus_000000500111,2022-12-09,609.78,paid,USD
in_000000253,cus_000000500126,2022-12-09,471.70,paid,USD
in_000000254,cus_000000500153,2022-12-09,3595.03,paid,USD
in_000000255,cus_000000500181,2022-12-09,3144.99,paid,USD
in_000000256,cus_000000500006,2022-12-10,378.36,paid,USD
in_000000257,cus_000000500045,2022-12-10,593.91,failed,USD
in_000000258,cus_000000500068,2022-12-10,832.60,paid,USD
in_000000259,cus_000000500152,2022-12-10,2552.38,paid,USD
in_000000260,cus_000000500176,2022-12-10,989.02,paid,USD
in_000000261,cus_000000500183,2022-12-10,13740.00,paid,USD
in_000000262,cus_000000500185,2022-12-10,447.32,void,USD
in_000000263,cus_000000500185,2022-12-10,434.42,paid,USD
in_000000264,cus_000000500125,2022-12-11,15083.28,paid,USD
in_000000265,cus_000000500145,2022-12-11,1528.67,paid,USD
in_000000266,cus_000000500146,2022-12-11,2545.09,paid,USD
in_000000267,cus_000000500180,2022-12-11,1875.33,paid,USD
in_000000268,cus_000000500036,2022-12-12,530.36,paid,USD
in_000000269,cus_000000500043,2022-12-12,1519.02,paid,USD
in_000000270,cus_000000500069,2022-12-12,1305.28,paid,USD
in_000000271,cus_000000500105,2022-12-12,424.82,paid,USD
in_000000272,cus_000000500138,2022-12-12,657.34,paid,USD
in_000000273,cus_000000500140,2022-12-12,1058.16,paid,USD
in_000000274,cus_000000500170,2022-12-12,2180.99,paid,USD
in_000000275,cus_000000500016,2022-12-13,3807.63,paid,USD
in_000000276,cus_000000500075,2022-12-13,4092.13,paid,USD
in_000000277,cus_000000500117,2022-12-13,1998.57,paid,USD
in_000000278,cus_000000500118,2022-12-13,494.40,paid,USD
in_000000279,cus_000000500143,2022-12-13,612.62,paid,USD
in_000000280,cus_000000500010,2022-12-14,1200.00,paid,USD
in_000000281,cus_000000500031,2022-12-14,10639.56,paid,USD
in_000000282,cus_000000500056,2022-12-14,30518.52,paid,USD
in_000000283,cus_000000500112,2022-12-14,541.15,paid,USD
in_000000284,cus_000000500164,2022-12-14,4310.39,paid,USD
in_000000285,cus_000000500172,2022-12-14,281.25,paid,USD
in_000000286,cus_000000500179,2022-12-14,14400.00,paid,USD
in_000000287,cus_000000500013,2022-12-15,822.66,paid,USD
in_000000288,cus_000000500034,2022-12-15,478991.40,paid,USD
in_000000289,cus_000000500041,2022-12-15,1069.56,paid,USD
in_000000290,cus_000000500063,2022-12-15,76396.92,paid,USD
in_000000291,cus_000000500082,2022-12-15,512.45,paid,USD
in_000000292,cus_000000500085,2022-12-15,250.00,paid,USD
in_000000293,cus_000000500114,2022-12-15,2089.26,paid,USD
in_000000294,cus_000000500182,2022-12-15,857.51,paid,USD
in_000000295,cus_000000500044,2022-12-16,1663.90,paid,USD
in_000000296,cus_000000500018,2022-12-17,3981.25,paid,USD
in_000000297,cus_000000500188,2022-12-17,863.86,failed,USD
in_000000298,cus_000000500077,2022-12-18,887.61,paid,USD
in_000000299,cus_000000500095,2022-12-18,1547.10,void,USD
in_000000300,cus_000000500095,2022-12-18,1593.90,paid,USD
in_000000301,cus_000000500102,2022-12-18,486.19,paid,USD
in_000000302,cus_000000500174,2022-12-18,881.60,paid,USD
in_000000303,cus_000000500090,2022-12-19,696.82,paid,USD
in_000000304,cus_000000500098,2022-12-19,809.34,paid,USD
in_000000305,cus_000000500166,2022-12-19,115502.31,paid,USD
in_000000306,cus_000000500171,2022-12-19,1282.84,paid,USD
in_000000307,cus_000000500001,2022-12-20,2204.31,paid,USD
in_000000308,cus_000000500078,2022-12-20,598.62,paid,USD
in_000000309,cus_000000500148,2022-12-21,1597.09,refunded,USD
in_000000310,cus_000000500158,2022-12-21,2198.77,paid,USD
in_000000311,cus_000000500188,2022-12-21,863.86,paid,USD
in_000000312,cus_000000500003,2022-12-22,6000.00,paid,USD
in_000000313,cus_000000500004,2022-12-22,8582.52,paid,USD
in_000000314,cus_000000500092,2022-12-22,484.85,paid,USD
in_000000315,cus_000000500141,2022-12-22,622.13,paid,USD
in_000000316,cus_000000500015,2022-12-23,2528.64,paid,USD
in_000000317,cus_000000500059,2022-12-23,1200.00,paid,USD
in_000000318,cus_000000500061,2022-12-23,531.17,paid,USD
in_000000319,cus_000000500081,2022-12-23,421.08,refunded,USD
in_000000320,cus_000000500093,2022-12-23,3537.76,paid,USD
in_000000321,cus_000000500177,2022-12-23,31928.64,paid,USD
in_000000322,cus_000000500023,2022-12-24,291.89,paid,USD
in_000000323,cus_000000500051,2022-12-24,1200.00,paid,USD
in_000000324,cus_000000500175,2022-12-24,2750.43,paid,USD
in_000000325,cus_000000500089,2022-12-25,3181.73,paid,USD
in_000000326,cus_000000500110,2022-12-25,1659.75,paid,USD
in_000000327,cus_000000500136,2022-12-25,1982.93,paid,USD
in_000000328,cus_000000500151,2022-12-25,2148.05,refunded,USD
in_000000329,cus_000000500162,2022-12-25,351.54,paid,USD
in_000000330,cus_000000500163,2022-12-25,279.74,paid,USD
in_000000331,cus_000000500030,2022-12-26,1662.88,paid,USD
in_000000332,cus_000000500088,2022-12-26,338.81,paid,USD
in_000000333,cus_000000500101,2022-12-26,6516.58,paid,USD
in_000000334,cus_000000500159,2022-12-26,683.74,paid,USD
in_000000335,cus_000000500007,2022-12-27,2795.11,paid,USD
in_000000336,cus_000000500039,2022-12-27,652.44,paid,USD
in_000000337,cus_000000500058,2022-12-27,856.96,paid,USD
in_000000338,cus_000000500084,2022-12-27,637.96,paid,USD
in_000000339,cus_000000500116,2022-12-27,566.26,void,USD
in_000000340,cus_000000500116,2022-12-27,514.95,paid,USD
in_000000341,cus_000000500139,2022-12-27,792.60,paid,USD
in_000000342,cus_000000500019,2022-12-28,3100.88,paid,USD
in_000000343,cus_000000500066,2022-12-28,1200.00,paid,USD
in_000000344,cus_000000500083,2022-12-28,3615.15,paid,USD
in_000000345,cus_000000500096,2022-12-28,714.37,paid,USD
in_000000346,cus_000000500134,2022-12-28,4843.53,paid,USD
in_000000347,cus_000000500057,2023-01-01,1922.08,paid,USD
in_000000348,cus_000000500062,2023-01-01,666.13,paid,USD
in_000000349,cus_000000500168,2023-01-01,1047.88,paid,USD
in_000000350,cus_000000500207,2023-01-01,1043.93,paid,USD
in_000000351,cus_000000500120,2023-01-02,1388.47,paid,USD
in_000000352,cus_000000500129,2023-01-02,7043.63,paid,USD
in_000000353,cus_000000500123,2023-01-03,1199.62,paid,USD
in_000000354,cus_000000500017,2023-01-04,1815.31,paid,USD
in_000000355,cus_000000500033,2023-01-04,627.80,paid,USD
in_000000356,cus_000000500071,2023-01-04,1200.47,failed,USD
in_000000357,cus_000000500097,2023-01-04,1576.56,failed,USD
in_000000358,cus_000000500124,2023-01-04,2138.33,paid,USD
in_000000359,cus_000000500131,2023-01-04,353.04,paid,USD
in_000000360,cus_000000500137,2023-01-04,820.04,paid,USD
in_000000361,cus_000000500169,2023-01-04,718.97,paid,USD
in_000000362,cus_000000500184,2023-01-04,2537.62,paid,USD
in_000000363,cus_000000500187,2023-01-04,3177.36,paid,USD
in_000000364,cus_000000500020,2023-01-05,857.39,paid,USD
in_000000365,cus_000000500165,2023-01-05,2374.03,paid,USD
in_000000366,cus_000000500178,2023-01-05,1200.00,paid,USD
in_000000367,cus_000000500046,2023-01-06,886.85,paid,USD
in_000000368,cus_000000500130,2023-01-06,2257.36,paid,USD
in_000000369,cus_000000500144,2023-01-06,2105.62,paid,USD
in_000000370,cus_000000500149,2023-01-06,319.68,paid,USD
in_000000371,cus_000000500200,2023-01-06,29765.28,paid,USD
in_000000372,cus_000000500029,2023-01-07,5286.88,paid,USD
in_000000373,cus_000000500032,2023-01-07,632.43,paid,USD
in_000000374,cus_000000500072,2023-01-07,5050.34,paid,USD
in_000000375,cus_000000500091,2023-01-07,28051.26,refunded,USD
in_000000376,cus_000000500099,2023-01-07,393.48,paid,USD
in_000000377,cus_000000500133,2023-01-07,1571.57,paid,USD
in_000000378,cus_000000500208,2023-01-07,6690.24,paid,USD
in_000000379,cus_000000500060,2023-01-08,2444.54,paid,USD
in_000000380,cus_000000500109,2023-01-08,511.11,paid,USD
in_000000381,cus_000000500186,2023-01-08,2047.03,void,USD
in_000000382,cus_000000500186,2023-01-08,1853.02,paid,USD
in_000000383,cus_000000500191,2023-01-08,1991.35,paid,USD
in_000000384,cus_000000500047,2023-01-09,381.07,paid,USD
in_000000385,cus_000000500055,2023-01-09,4070.20,paid,USD
in_000000386,cus_000000500111,2023-01-09,503.46,paid,USD
in_000000387,cus_000000500126,2023-01-09,471.70,paid,USD
in_000000388,cus_000000500153,2023-01-09,3595.03,paid,USD
in_000000389,cus_000000500181,2023-01-09,3988.33,paid,USD
in_000000390,cus_000000500006,2023-01-10,347.89,paid,USD
in_000000391,cus_000000500045,2023-01-10,593.91,paid,USD
in_000000392,cus_000000500068,2023-01-10,832.60,paid,USD
in_000000393,cus_000000500152,2023-01-10,2552.38,paid,USD
in_000000394,cus_000000500176,2023-01-10,989.02,paid,USD
in_000000395,cus_000000500185,2023-01-10,447.32,paid,USD
in_000000396,cus_000000500145,2023-01-11,1528.67,refunded,USD
in_000000397,cus_000000500146,2023-01-11,3125.58,failed,USD
in_000000398,cus_000000500180,2023-01-11,1875.33,paid,USD
in_000000399,cus_000000500189,2023-01-11,726.70,paid,USD
in_000000400,cus_000000500036,2023-01-12,530.36,paid,USD
in_000000401,cus_000000500043,2023-01-12,1519.02,paid,USD
in_000000402,cus_000000500069,2023-01-12,1581.83,paid,USD
in_000000403,cus_000000500105,2023-01-12,424.82,paid,USD
in_000000404,cus_000000500138,2023-01-12,657.34,paid,USD
in_000000405,cus_000000500140,2023-01-12,1058.16,paid,USD
in_000000406,cus_000000500170,2023-01-12,2180.99,paid,USD
in_000000407,cus_000000500196,2023-01-12,11492.28,paid,USD
in_000000408,cus_000000500016,2023-01-13,4365.23,paid,USD
in_000000409,cus_000000500071,2023-01-13,1200.47,paid,USD
in_000000410,cus_000000500075,2023-01-13,4092.13,paid,USD
in_000000411,cus_000000500117,2023-01-13,1998.57,paid,USD
in_000000412,cus_000000500118,2023-01-13,494.40,paid,USD
in_000000413,cus_000000500143,2023-01-13,612.62,paid,USD
in_000000414,cus_000000500203,2023-01-13,1183.60,paid,USD
in_000000415,cus_000000500010,2023-01-14,1200.00,paid,USD
in_000000416,cus_000000500112,2023-01-14,541.15,refunded,USD
in_000000417,cus_000000500146,2023-01-14,3125.58,paid,USD
in_000000418,cus_000000500164,2023-01-14,4310.39,paid,USD
in_000000419,cus_000000500172,2023-01-14,281.25,paid,USD
in_000000420,cus_000000500204,2023-01-14,2837.41,paid,USD
in_000000421,cus_000000500013,2023-01-15,822.66,paid,USD
in_000000422,cus_000000500041,2023-01-15,1364.54,paid,USD
in_000000423,cus_000000500082,2023-01-15,512.45,paid,USD
in_000000424,cus_000000500085,2023-01-15,250.00,paid,USD
in_000000425,cus_000000500114,2023-01-15,2089.26,paid,USD
in_000000426,cus_000000500192,2023-01-15,16140.12,paid,USD
in_000000427,cus_000000500206,2023-01-15,27609.24,paid,USD
in_000000428,cus_000000500044,2023-01-16,1663.90,paid,USD
in_000000429,cus_000000500018,2023-01-17,3981.25,paid,USD
in_000000430,cus_000000500188,2023-01-17,871.46,paid,USD
in_000000431,cus_000000500199,2023-01-17,548.69,paid,USD
in_000000432,cus_000000500095,2023-01-18,1547.10,paid,USD
in_000000433,cus_000000500102,2023-01-18,486.19,paid,USD
in_000000434,cus_000000500174,2023-01-18,881.60,paid,USD
in_000000435,cus_000000500090,2023-01-19,696.82,paid,USD
in_000000436,cus_000000500098,2023-01-19,809.34,paid,USD
in_000000437,cus_000000500166,2023-01-19,115502.31,paid,USD
in_000000438,cus_000000500171,2023-01-19,1282.84,paid,USD
in_000000439,cus_000000500193,2023-01-19,14400.00,paid,USD
in_000000440,cus_000000500195,2023-01-19,585.69,paid,USD
