account_id,account_name,email_domain,sector,created_date,account_status,plan_tier,mrr_usd,owner
001Qy00000100801,García Sistemas Keystone,garcia.com,Retail,2024-10-15,Active,Starter,2485.03,s.okoro
001Qy00000100353,Fairmount Onyx Systems,fairmount.com,Retail,2025-07-28,,Growth,2718.58,m.tan
001Qy00000100157,Nightingale Digital Inc,nightingale.com,Manufacturing,2025-12-13,Active,Growth,2668.28,m.tan
001Qy00000100064,Quarry Foundry LLC,quarry.com,Retail,2023-11-02,Active,Growth,8388.52,j.whitfield
001Qy00000100922,Redstone Onyx Group,redstone.com,Media,2026-04-05,Active,Growth,5544.23,j.whitfield
001Qy00000100326,Yellowfin Sable Inc,yellowfin.com,Manufacturing,2023-09-23,Active,Starter,9298.62,s.okoro
001Qy00000101091,Blackthorn Analytics Partners,blackthorn.com,Construction,2025-07-18,Active,Starter,0.00,a.reyes
001Qy00000100055,Cranfield Digital Systems,cranfield.com,Manufacturing,2024-06-19,Active,Growth,4937.00,p.lindqvist
001Qy00000100250,Glenrock Atlas Partners,glenrock.com,Fintech,2026-03-13,Active,Enterprise,10275.69,j.whitfield
001Qy00000100688,Northwind Keystone Holdings,northwind.com,Media,2023-10-25,Active,Starter,0.00,m.tan
001Qy00000100958,Eastvale Digital Inc,eastvale.com,Healthcare,2025-01-18,Active,Starter,0.00,d.castellanos
001Qy00000100306,Núñez Capital Sterling,nunez.com,Energy,2022-12-22,,Growth,4711.70,j.whitfield
001Qy00000101088,Northgate Trading Systems,northgate.com,Retail,2023-12-31,,Growth,347.56,a.reyes
001Qy00000100017,Lakeshore Keystone Inc,lakeshore.com,Fintech,2023-10-02,Inactive,Growth,157.91,j.whitfield
001Qy00000100484,Quarry Coastal Partners,quarry.com,Logistics,2026-02-20,Active,Starter,4863.89,a.reyes
001Qy00000100265,Thornbury Sterling Systems,thornbury.com,Education,2025-06-02,Active,Growth,2524.05,d.castellanos
001Qy00000100417,Hollowway Compass Group,hollowway.com,Fintech,2023-12-23,Inactive,Growth,0.00,s.okoro
001Qy00000100872,Glenrock Keystone LLC,glenrock.com,Healthcare,2024-09-17,Active,Growth,5460.85,m.tan
001Qy00000100612,Cranfield Beacon Labs,cranfield.com,Construction,2025-02-04,Active,Enterprise,4605.80,m.tan
001Qy00000100160,Harborview Pioneer Group,harborview.com,Logistics,2023-02-18,Active,Enterprise,2260.50,d.castellanos
001Qy00000100217,Whitmore Coastal Labs,whitmore.com,Fintech,2023-09-02,Inactive,Enterprise,0.00,s.okoro
001Qy00000100587,Redstone Compass Partners,redstone.com,Manufacturing,2025-07-26,Active,Enterprise,8048.10,p.lindqvist
001Qy00000100932,Eastvale Cascade Labs,eastvale.com,Logistics,2024-01-02,Churned,Growth,817.81,j.whitfield
001Qy00000100893,Copperfield Precision Corp,copperfield.com,Energy,2024-11-23,Active,Growth,0.00,s.okoro
001Qy00000101024,Alder Analytics Inc,alder.com,Hospitality,2025-10-24,Active,Starter,7736.20,a.reyes
001Qy00000101077,Glenrock Onyx Corp,glenrock.com,Media,2023-03-28,Active,Growth,8670.22,a.reyes
001Qy00000101187,Redstone Keystone Labs,redstone.com,Manufacturing,2026-05-29,Inactive,Growth,0.00,a.reyes
001Qy00000100399,Fairmount Supply Corp,fairmount.com,Media,2024-05-23,Churned,Growth,0.00,s.okoro
001Qy00000100034,Dovetail Cascade Corp,dovetail.com,Education,2025-10-06,Active,Growth,0.00,d.castellanos
001Qy00000100410,Dovetail Compass LLC,dovetail.com,Hospitality,2025-08-31,Active,Growth,2695.89,d.castellanos
001Qy00000101019,Quillfeather Precision Systems,quillfeather.com,Logistics,2026-05-13,Inactive,Enterprise,4412.74,d.castellanos
001Qy00000100610,Quarry Summit LLC,quarry.com,Logistics,2025-09-29,Active,Enterprise,260.34,a.reyes
001Qy00000100930,Westbrook Supply LLC,westbrook.com,Education,2024-03-24,,Starter,316.69,j.whitfield
001Qy00000100653,Orchard Clinical Group,orchard.com,Energy,2024-04-18,Active,Growth,388.12,j.whitfield
001Qy00000101157,Larkspur Keystone LLC,larkspur.com,Retail,2025-04-19,,Enterprise,5711.63,d.castellanos
001Qy00000100302,García Sistemas Beacon,garcia.com,Education,2024-10-30,Active,Growth,9439.19,s.okoro
001Qy00000101052,Underhill Supply Partners,underhill.com,Healthcare,2025-08-03,Active,Growth,410.79,m.tan
001Qy00000100453,Acme Compass Inc,acme.com,Media,2023-07-03,Active,Growth,729.72,j.whitfield
001Qy00000100002,Muñoz Holdings Foundry,munoz.com,Retail,2022-12-08,Active,Growth,0.00,m.tan
001Qy00000100620,Fairmount Digital LLC,fairmount.com,Logistics,2025-11-24,Churned,Starter,1033.28,d.castellanos
001Qy00000100769,Northgate Precision Systems,northgate.com,Construction,2024-08-18,Churned,Growth,4844.67,p.lindqvist
001Qy00000100045,Acme Digital Holdings,acme.com,Media,2026-01-20,Active,Growth,0.00,p.lindqvist
001Qy00000100551,Alder Pioneer LLC,alder.com,Energy,2024-09-08,Active,Growth,780.84,d.castellanos
001Qy00000101176,Nightingale Freight Systems,nightingale.com,Healthcare,2023-03-10,Active,Growth,9999.18,m.tan
001Qy00000100171,Marbury Cascade LLC,marbury.com,Manufacturing,2024-07-07,Active,Growth,5642.70,m.tan
001Qy00000100267,Fairmount Sterling LLC,fairmount.com,Energy,2025-09-19,Active,Growth,0.00,p.lindqvist
001Qy00000100923,Ashcombe Beacon Group,ashcombe.com,Fintech,2024-05-26,Churned,Enterprise,403.02,d.castellanos
001Qy00000100340,Nightingale Cascade LLC,nightingale.com,Energy,2023-09-02,Churned,Starter,0.00,d.castellanos
001Qy00000100520,Glenrock Cascade Group,glenrock.com,Manufacturing,2024-08-17,Active,Starter,0.00,m.tan
001Qy00000100114,Quarry Vector Corp,quarry.com,Energy,2024-07-18,Active,Enterprise,8961.32,d.castellanos
001Qy00000100089,Redstone Precision Systems,redstone.com,Hospitality,2023-06-10,Active,Growth,2545.16,d.castellanos
001Qy00000100081,Marbury Trading Group,marbury.com,Manufacturing,2023-01-03,Churned,Growth,0.00,p.lindqvist
001Qy00000100476,Pinnacle Digital Labs,pinnacle.com,Manufacturing,2023-06-03,Active,Enterprise,0.00,j.whitfield
001Qy00000100254,Zenith Precision Systems,zenith.com,Logistics,2022-09-14,Active,Enterprise,0.00,m.tan
001Qy00000100094,Acme Keystone Partners,acme.com,Manufacturing,2024-08-04,Active,Growth,2522.79,p.lindqvist
001Qy00000100388,Larkspur Trading Systems,larkspur.com,Education,2025-11-10,Churned,Enterprise,0.00,m.tan
001Qy00000101044,Westbrook Coastal Systems,westbrook.com,Manufacturing,2024-07-13,Active,Growth,0.00,s.okoro
001Qy00000100636,Kestrel Pioneer Holdings,kestrel.com,Retail,2025-05-05,Active,Growth,0.00,p.lindqvist
001Qy00000101053,Oakfield Clinical Labs,oakfield.com,Retail,2023-04-23,Churned,Growth,9031.34,j.whitfield
001Qy00000100355,Oakfield Anchor Holdings,oakfield.com,Manufacturing,2023-04-26,Inactive,Growth,840.43,a.reyes
001Qy00000100839,Oakfield Nimbus Systems,oakfield.com,Manufacturing,2025-05-22,Active,Starter,212.94,m.tan
001Qy00000100772,Fairmount Nimbus Holdings,fairmount.com,Retail,2026-02-10,Active,Growth,698.22,p.lindqvist
001Qy00000100710,Pinnacle Freight Labs,pinnacle.com,Fintech,2024-01-16,Active,Enterprise,8766.94,m.tan
001Qy00000100188,Acme Keystone Holdings,acme.com,Education,2025-04-03,Active,Enterprise,702.73,j.whitfield
001Qy00000100401,São Bento Compass,sao.com,Retail,2025-07-27,Active,Starter,0.00,s.okoro
001Qy00000100744,Quillfeather Sterling Systems,quillfeather.com,Retail,2025-07-27,Active,Starter,1093.01,d.castellanos
001Qy00000100833,Fairmount Quantum Systems,fairmount.com,Media,2024-10-24,Inactive,Growth,8793.02,s.okoro
001Qy00000101107,García Sistemas Summit,garcia.com,Education,2026-04-07,Churned,Enterprise,433.75,m.tan
001Qy00000101149,Stonebridge Nimbus Corp,stonebridge.com,Construction,2023-02-12,Inactive,Growth,454.64,m.tan
001Qy00000100415,Glenrock Sable Group,glenrock.com,Healthcare,2025-11-10,Churned,Starter,395.43,a.reyes
001Qy00000100698,Hernández Retail Sterling,hernandez.com,Construction,2025-05-04,Inactive,Enterprise,0.00,d.castellanos
001Qy00000100585,Verdigris Beacon Holdings,verdigris.com,Media,2023-11-26,,Enterprise,1276.93,j.whitfield
001Qy00000101200,Dunmore Sable Group,dunmore.com,Healthcare,2024-03-28,Inactive,Growth,0.00,p.lindqvist
001Qy00000100440,Thornbury Compass Corp,thornbury.com,Energy,2025-01-29,Churned,Starter,0.00,j.whitfield
001Qy00000100941,Northwind Precision Partners,northwind.com,Retail,2025-12-31,Churned,Starter,19.67,p.lindqvist
001Qy00000100080,Copperfield Analytics Holdings,copperfield.com,Education,2025-05-01,,Starter,214.19,p.lindqvist
001Qy00000100325,Cerulean Vector Systems,cerulean.com,Hospitality,2024-07-18,,Enterprise,786.20,j.whitfield
001Qy00000100418,Hollowway Compass Group,hollowway.com,Fintech,2023-12-11,Inactive,Growth,0.00,j.whitfield
001Qy00000100345,Verdigris Foundry Corp,verdigris.com,Retail,2024-05-31,Churned,Starter,0.00,a.reyes
001Qy00000101039,Underhill Beacon Holdings,underhill.com,Hospitality,2026-03-06,Churned,Growth,432.92,j.whitfield
001Qy00000100494,Zenith Coastal LLC,zenith.com,Energy,2025-02-03,Churned,Growth,2505.56,p.lindqvist
001Qy00000100676,Vantage Foundry Labs,vantage.com,Fintech,2026-05-28,Churned,Growth,1049.65,s.okoro
001Qy00000101054,Oakfield Sable Holdings,oakfield.com,Energy,2026-04-28,Churned,Growth,709.99,s.okoro
001Qy00000100681,Lakeshore Anchor Holdings,lakeshore.com,Media,2023-08-27,Inactive,Growth,1052.18,m.tan
001Qy00000100600,López y Asociados Vector,lopez.com,Retail,2024-01-01,,Starter,1131.14,d.castellanos
001Qy00000100379,Westbrook Pioneer Holdings,westbrook.com,Media,2025-06-19,Active,Starter,1093.61,a.reyes
001Qy00000100854,Harborview Sable Systems,harborview.com,Hospitality,2025-06-14,Active,Growth,5630.19,m.tan
001Qy00000100018,Yarrow Anchor Labs,yarrow.com,Healthcare,2023-05-20,Active,Enterprise,4632.44,p.lindqvist
001Qy00000100692,Glenrock Nimbus Systems,glenrock.com,Education,2023-07-19,Active,Growth,0.00,s.okoro
001Qy00000100786,Silverline Cascade Inc,silverline.com,Construction,2024-08-26,Inactive,Enterprise,2748.96,m.tan
001Qy00000100269,Larkspur Compass Holdings,larkspur.com,Construction,2023-02-20,Active,Growth,742.31,m.tan
001Qy00000100802,André Frères Lumen,andre.com,Retail,2024-03-04,Active,Growth,4825.18,a.reyes
001Qy00000100424,Acme Summit LLC,acme.com,Manufacturing,2024-02-29,Active,Starter,0.00,m.tan
001Qy00000100329,Whitmore Pioneer Systems,whitmore.com,Education,2023-02-28,Active,Growth,2678.02,m.tan
001Qy00000100928,Alder Pioneer Partners,alder.com,Fintech,2023-07-08,Active,Starter,849.52,m.tan
001Qy00000100678,Pemberton Lumen Systems,pemberton.com,Hospitality,2023-02-15,Active,Enterprise,0.00,a.reyes
001Qy00000101180,Harborview Summit Systems,harborview.com,Retail,2022-10-26,Inactive,Growth,0.00,j.whitfield
001Qy00000101000,Núñez Capital Atlas,nunez.com,Energy,2024-12-12,Active,Growth,1329.85,m.tan
001Qy00000100050,Ironwood Lumen Partners,ironwood.com,Manufacturing,2022-12-06,Active,Growth,1116.79,s.okoro
001Qy00000100041,Northwind Foundry LLC,northwind.com,Education,2023-09-30,,Enterprise,5484.01,p.lindqvist
001Qy00000100771,Marbury Sterling Labs,marbury.com,Manufacturing,2026-03-08,Active,Growth,268.92,p.lindqvist
001Qy00000100861,Underhill Lumen Systems,underhill.com,Energy,2024-05-30,Active,Growth,1027.64,p.lindqvist
001Qy00000101015,Pemberton Atlas Holdings,pemberton.com,Hospitality,2025-05-23,Active,Enterprise,261.36,s.okoro
001Qy00000100212,Harborview Clinical Group,harborview.com,Healthcare,2025-10-01,,Enterprise,2361.05,a.reyes
001Qy00000100172,Underhill Clinical Corp,underhill.com,Media,2023-09-11,Active,Growth,1027.49,p.lindqvist
001Qy00000101133,Verdigris Supply Labs,verdigris.com,Media,2024-04-10,Active,Starter,0.00,a.reyes
001Qy00000100164,Meridian Sterling Labs,meridian.com,Fintech,2023-08-03,Active,Growth,383.59,j.whitfield
001Qy00000100789,Inglewood Analytics Group,inglewood.com,Logistics,2023-06-07,Churned,Enterprise,2066.94,d.castellanos
001Qy00000100949,Stonebridge Keystone LLC,stonebridge.com,Healthcare,2024-11-18,Churned,Growth,839.98,p.lindqvist
001Qy00000101120,Northgate Keystone Corp,northgate.com,Retail,2024-06-02,Active,Growth,245.37,a.reyes
001Qy00000100148,Nightingale Keystone Labs,nightingale.com,Healthcare,2025-10-20,Active,Starter,4962.36,d.castellanos
001Qy00000100276,Kestrel Analytics Systems,kestrel.com,Retail,2022-11-05,Active,Enterprise,9317.90,j.whitfield
001Qy00000100881,Stonebridge Summit Inc,stonebridge.com,Education,2024-06-06,Active,Growth,5007.53,j.whitfield
001Qy00000100834,Acme Keystone Systems,acme.com,Education,2024-07-24,,Growth,444.36,j.whitfield
001Qy00000100956,Quillfeather Vector Corp,quillfeather.com,Hospitality,2024-10-11,Active,Growth,781.89,a.reyes
001Qy00000100903,Pérez Group Sable,perez.com,Construction,2025-12-23,Active,Growth,1185.36,s.okoro
001Qy00000100449,Larkspur Coastal Partners,larkspur.com,Hospitality,2024-12-18,Churned,Growth,1206.80,p.lindqvist
001Qy00000100961,Alder Quantum LLC,alder.com,Fintech,2023-03-31,Inactive,Enterprise,0.00,d.castellanos
001Qy00000100431,Quillfeather Trading LLC,quillfeather.com,Logistics,2023-10-19,Active,Growth,5606.36,p.lindqvist
001Qy00000100485,Silverline Compass Labs,silverline.com,Logistics,2026-01-18,Active,Starter,1370.63,p.lindqvist
001Qy00000100307,Pérez Group Onyx,perez.com,Hospitality,2025-12-25,Active,Starter,0.00,m.tan
001Qy00000100530,Dunmore Keystone Systems,dunmore.com,Manufacturing,2022-11-16,Active,Growth,0.00,d.castellanos
001Qy00000100385,Umbra Clinical Systems,umbra.com,Media,2024-10-03,Churned,Enterprise,0.00,p.lindqvist
001Qy00000100832,Copperfield Nimbus Corp,copperfield.com,Fintech,2024-01-11,Churned,Starter,1323.31,j.whitfield
001Qy00000100059,Vantage Cascade Systems,vantage.com,Hospitality,2022-11-03,Active,Growth,0.00,m.tan
001Qy00000100743,Hollowway Onyx Holdings,hollowway.com,Manufacturing,2022-09-09,Inactive,Growth,0.00,a.reyes
001Qy00000100046,Brightwater Vector LLC,brightwater.com,Logistics,2023-12-13,Active,Enterprise,432.00,a.reyes
001Qy00000100149,Ashcombe Quantum Labs,ashcombe.com,Manufacturing,2025-07-06,Active,Enterprise,0.00,a.reyes
001Qy00000100554,Juniper Lumen Corp,juniper.com,Manufacturing,2024-04-28,Active,Enterprise,0.00,d.castellanos
001Qy00000100063,Blackthorn Nimbus LLC,blackthorn.com,Education,2023-11-07,Active,Enterprise,9282.01,m.tan
001Qy00000100521,Silverline Beacon Systems,silverline.com,Hospitality,2024-06-13,Churned,Growth,2071.51,j.whitfield
001Qy00000100940,Northwind Precision Partners,northwind.com,Retail,2025-12-23,Active,Growth,821.41,s.okoro
001Qy00000100655,Acme Clinical LLC,acme.com,Retail,2025-09-26,Churned,Growth,2227.25,j.whitfield
001Qy00000100189,Eastvale Precision Holdings,eastvale.com,Education,2025-04-09,Active,Starter,378.50,j.whitfield
001Qy00000100890,Lakeshore Atlas Systems,lakeshore.com,Fintech,2024-08-02,Active,Enterprise,421.98,d.castellanos
001Qy00000100295,Harborview Cascade Corp,harborview.com,Logistics,2023-12-09,Inactive,Starter,220.97,m.tan
001Qy00000100452,Underhill Sable Partners,underhill.com,Education,2026-05-22,Active,Growth,1243.72,j.whitfield
001Qy00000100641,Whitmore Cascade Holdings,whitmore.com,Hospitality,2024-09-09,Active,Growth,4798.14,m.tan
001Qy00000100945,Oakfield Foundry Partners,oakfield.com,Education,2025-11-16,Active,Enterprise,397.51,s.okoro
001Qy00000100570,Kestrel Nimbus Holdings,kestrel.com,Media,2025-01-03,,Growth,232.13,j.whitfield
001Qy00000100845,Dunmore Trading Systems,dunmore.com,Manufacturing,2026-03-21,Active,Enterprise,421.64,d.castellanos
001Qy00000100748,Ironwood Trading Systems,ironwood.com,Retail,2023-12-24,Active,Growth,686.35,d.castellanos
001Qy00000100270,Nightingale Coastal Group,nightingale.com,Energy,2023-12-10,Churned,Growth,415.78,s.okoro
001Qy00000100285,Northwind Analytics Group,northwind.com,Fintech,2023-08-30,Churned,Growth,651.06,a.reyes
001Qy00000100619,Zenith Nimbus Systems,zenith.com,Hospitality,2025-03-31,Active,Growth,225.87,p.lindqvist
001Qy00000100075,Zenith Supply Group,zenith.com,Logistics,2023-04-11,Active,Starter,7767.43,p.lindqvist
001Qy00000100362,Orchard Keystone Holdings,orchard.com,Construction,2023-06-19,Inactive,Enterprise,5497.47,p.lindqvist
001Qy00000100704,Acme Vector Systems,acme.com,Manufacturing,2024-10-19,,Growth,2087.11,j.whitfield
001Qy00000100951,Stonebridge Lumen Partners,stonebridge.com,Logistics,2025-12-28,Active,Starter,1159.52,m.tan
001Qy00000100079,Lakeshore Supply Labs,lakeshore.com,Healthcare,2023-09-24,Churned,Growth,0.00,p.lindqvist
001Qy00000100847,Pinnacle Coastal Inc,pinnacle.com,Healthcare,2025-07-21,Active,Growth,420.53,a.reyes
001Qy00000100487,Harborview Freight Systems,harborview.com,Fintech,2024-07-20,Active,Enterprise,234.75,s.okoro
001Qy00000101051,Hollowway Atlas LLC,hollowway.com,Hospitality,2022-12-07,Churned,Enterprise,0.00,p.lindqvist
001Qy00000100112,Pemberton Foundry Group,pemberton.com,Healthcare,2024-08-13,Inactive,Enterprise,4660.81,s.okoro
001Qy00000101192,Glenrock Cascade Labs,glenrock.com,Construction,2025-07-08,Active,Growth,8641.53,s.okoro
001Qy00000100154,Zenith Cascade Systems,zenith.com,Energy,2025-09-15,Active,Growth,4899.24,a.reyes
001Qy00000100506,Alder Atlas Labs,alder.com,Logistics,2024-03-20,Active,Growth,274.28,m.tan
001Qy00000100568,Dovetail Keystone Labs,dovetail.com,Construction,2024-06-18,Churned,Starter,5718.95,d.castellanos
001Qy00000101090,Yarrow Freight Group,yarrow.com,Construction,2024-12-09,,Enterprise,9644.95,s.okoro
001Qy00000100357,Meridian Cascade Group,meridian.com,Logistics,2026-05-25,Active,Enterprise,0.00,m.tan
001Qy00000101002,Pérez Group Cascade II,perez.com,Retail,2024-07-30,Inactive,Enterprise,1261.43,m.tan
001Qy00000100416,Harborview Beacon Inc,harborview.com,Hospitality,2025-05-06,Active,Starter,2074.09,j.whitfield
001Qy00000100754,Harborview Supply LLC,harborview.com,Media,2026-02-16,Active,Growth,1373.01,p.lindqvist
001Qy00000100053,Dovetail Vector LLC,dovetail.com,Fintech,2023-10-28,Active,Starter,703.44,m.tan
