cohort,k,cohort_size,active,logo_retention_pct,revenue_retention_pct,cum_rev_per_cohort_customer
2023-02-01,21,24,22,91.7,93.6,46001.0
2023-02-01,22,24,20,83.3,90.0,47954.0
2023-02-01,23,24,22,91.7,105.1,50235.0
2023-02-01,24,24,20,83.3,83.1,52037.0
2023-02-01,25,24,21,87.5,87.7,53940.0
2023-02-01,26,24,22,91.7,91.7,55929.0
2023-02-01,27,24,21,87.5,92.7,57941.0
2023-02-01,28,24,21,87.5,93.3,59964.0
2023-02-01,29,24,21,87.5,91.4,61947.0
2023-02-01,30,24,22,91.7,112.3,64383.0
2023-02-01,31,24,20,83.3,75.9,66029.0
2023-02-01,32,24,22,91.7,112.8,68477.0
2023-02-01,33,24,20,83.3,93.1,70496.0
2023-02-01,34,24,21,87.5,99.1,72646.0
2023-02-01,35,24,20,83.3,76.0,74294.0
2023-02-01,36,24,19,79.2,76.8,75959.0
2023-02-01,37,24,18,75.0,64.3,77354.0
2023-02-01,38,24,17,70.8,43.4,78295.0
2023-02-01,39,24,16,66.7,43.1,79231.0
2023-02-01,40,24,16,66.7,39.1,80078.0
2023-02-01,41,24,17,70.8,44.9,81052.0
2023-03-01,0,25,25,100.0,100.0,2501.0
2023-03-01,1,25,25,100.0,99.2,4983.0
2023-03-01,2,25,23,92.0,96.7,7402.0
2023-03-01,3,25,25,100.0,98.2,9859.0
2023-03-01,4,25,23,92.0,91.5,12146.0
2023-03-01,5,25,25,100.0,105.8,14792.0
2023-03-01,6,25,23,92.0,96.6,17207.0
2023-03-01,7,25,24,96.0,97.6,19647.0
2023-03-01,8,25,22,88.0,95.8,22044.0
2023-03-01,9,25,24,96.0,97.5,24482.0
2023-03-01,10,25,25,100.0,99.7,26974.0
2023-03-01,11,25,21,84.0,95.1,29352.0
2023-03-01,12,25,25,100.0,102.0,31902.0
2023-03-01,13,25,21,84.0,86.0,34053.0
2023-03-01,14,25,25,100.0,102.5,36617.0
2023-03-01,15,25,20,80.0,110.1,39372.0
2023-03-01,16,25,23,92.0,99.1,41850.0
2023-03-01,17,25,25,100.0,100.8,44372.0
2023-03-01,18,25,24,96.0,98.5,46836.0
2023-03-01,19,25,24,96.0,87.5,49024.0
2023-03-01,20,25,23,92.0,99.7,51517.0
2023-03-01,21,25,23,92.0,87.1,53695.0
2023-03-01,22,25,24,96.0,98.6,56161.0
2023-03-01,23,25,22,88.0,117.1,59090.0
2023-03-01,24,25,20,80.0,98.7,61558.0
2023-03-01,25,25,18,72.0,87.0,63734.0
2023-03-01,26,25,19,76.0,95.2,66115.0
2023-03-01,27,25,19,76.0,97.7,68560.0
2023-03-01,28,25,19,76.0,95.9,70957.0
2023-03-01,29,25,21,84.0,99.2,73437.0
2023-03-01,30,25,20,80.0,98.1,75892.0
2023-03-01,31,25,20,80.0,99.7,78385.0
2023-03-01,32,25,20,80.0,98.8,80855.0
2023-03-01,33,25,18,72.0,86.9,83027.0
2023-03-01,34,25,17,68.0,87.3,85209.0
2023-03-01,35,25,16,64.0,81.8,87256.0
2023-03-01,36,25,16,64.0,81.6,89298.0
2023-03-01,37,25,14,56.0,68.1,91000.0
2023-03-01,38,25,14,56.0,82.0,93051.0
2023-03-01,39,25,13,52.0,78.6,95018.0
2023-03-01,40,25,13,52.0,67.2,96698.0
2023-04-01,0,25,25,100.0,100.0,2281.0
2023-04-01,1,25,24,96.0,98.3,4523.0
2023-04-01,2,25,24,96.0,101.7,6843.0
2023-04-01,3,25,23,92.0,93.0,8963.0
2023-04-01,4,25,25,100.0,101.3,11274.0
2023-04-01,5,25,25,100.0,103.0,13625.0
2023-04-01,6,25,24,96.0,101.5,15939.0
2023-04-01,7,25,24,96.0,91.3,18023.0
2023-04-01,8,25,25,100.0,102.5,20362.0
2023-04-01,9,25,24,96.0,106.4,22789.0
2023-04-01,10,25,23,92.0,88.8,24815.0
2023-04-01,11,25,22,88.0,89.7,26860.0
2023-04-01,12,25,24,96.0,86.5,28833.0
2023-04-01,13,25,24,96.0,86.5,30806.0
2023-04-01,14,25,23,92.0,89.4,32847.0
2023-04-01,15,25,24,96.0,86.8,34826.0
2023-04-01,16,25,24,96.0,90.5,36891.0
2023-04-01,17,25,23,92.0,85.9,38851.0
2023-04-01,18,25,23,92.0,86.2,40818.0
2023-04-01,19,25,23,92.0,83.4,42721.0
2023-04-01,20,25,24,96.0,89.9,44772.0
2023-04-01,21,25,23,92.0,82.8,46660.0
2023-04-01,22,25,22,88.0,89.1,48692.0
2023-04-01,23,25,21,84.0,81.6,50552.0
2023-04-01,24,25,18,72.0,75.9,52285.0
2023-04-01,25,25,19,76.0,80.5,54121.0
2023-04-01,26,25,20,80.0,89.2,56155.0
2023-04-01,27,25,20,80.0,88.7,58177.0
2023-04-01,28,25,20,80.0,86.8,60158.0
2023-04-01,29,25,20,80.0,88.5,62178.0
2023-04-01,30,25,20,80.0,89.7,64223.0
2023-04-01,31,25,20,80.0,85.6,66176.0
2023-04-01,32,25,20,80.0,88.4,68191.0
2023-04-01,33,25,19,76.0,88.1,70201.0
2023-04-01,34,25,20,80.0,97.7,72429.0
2023-04-01,35,25,20,80.0,90.2,74487.0
2023-04-01,36,25,18,72.0,76.0,76220.0
2023-04-01,37,25,19,76.0,85.2,78163.0
2023-04-01,38,25,19,76.0,85.1,80104.0
2023-04-01,39,25,19,76.0,86.2,82071.0
2023-05-01,0,26,26,100.0,100.0,2475.0
2023-05-01,1,26,24,92.3,90.9,4725.0
2023-05-01,2,26,25,96.2,115.3,7579.0
2023-05-01,3,26,23,88.5,89.2,9786.0
2023-05-01,4,26,26,100.0,104.1,12363.0
2023-05-01,5,26,25,96.2,89.8,14585.0
2023-05-01,6,26,24,92.3,113.1,17385.0
2023-05-01,7,26,25,96.2,99.6,19850.0
2023-05-01,8,26,25,96.2,102.2,22380.0
2023-05-01,9,26,23,88.5,100.5,24867.0
2023-05-01,10,26,25,96.2,102.5,27404.0
2023-05-01,11,26,22,84.6,96.1,29783.0
2023-05-01,12,26,23,88.5,100.3,32264.0
2023-05-01,13,26,22,84.6,93.7,34583.0
2023-05-01,14,26,21,80.8,98.5,37021.0
2023-05-01,15,26,22,84.6,95.8,39391.0
2023-05-01,16,26,19,73.1,95.5,41754.0
2023-05-01,17,26,21,80.8,96.7,44147.0
2023-05-01,18,26,22,84.6,85.9,46273.0
2023-05-01,19,26,21,80.8,84.8,48372.0
2023-05-01,20,26,20,76.9,84.9,50472.0
2023-05-01,21,26,21,80.8,84.1,52554.0
2023-05-01,22,26,18,69.2,70.5,54299.0
2023-05-01,23,26,19,73.1,81.0,56304.0
2023-05-01,24,26,21,80.8,59.9,57787.0
2023-05-01,25,26,19,73.1,44.5,58887.0
2023-05-01,26,26,16,61.5,42.6,59940.0
2023-05-01,27,26,18,69.2,43.7,61022.0
2023-05-01,28,26,18,69.2,43.0,62087.0
2023-05-01,29,26,17,65.4,31.3,62862.0
2023-05-01,30,26,17,65.4,44.3,63957.0
2023-05-01,31,26,16,61.5,41.7,64989.0
2023-05-01,32,26,16,61.5,42.4,66037.0
2023-05-01,33,26,16,61.5,43.1,67104.0
2023-05-01,34,26,14,53.8,39.0,68069.0
2023-05-01,35,26,13,50.0,38.1,69014.0
2023-05-01,36,26,9,34.6,41.9,70052.0
2023-05-01,37,26,10,38.5,42.9,71113.0
2023-05-01,38,26,10,38.5,43.4,72186.0
2023-06-01,0,22,22,100.0,100.0,888.0
2023-06-01,1,22,20,90.9,83.2,1626.0
2023-06-01,2,22,22,100.0,103.7,2547.0
2023-06-01,3,22,21,95.5,110.1,3524.0
2023-06-01,4,22,21,95.5,93.4,4353.0
2023-06-01,5,22,20,90.9,92.1,5171.0
2023-06-01,6,22,22,100.0,101.9,6076.0
2023-06-01,7,22,21,95.5,92.6,6898.0
2023-06-01,8,22,22,100.0,99.4,7780.0
2023-06-01,9,22,20,90.9,94.7,8621.0
2023-06-01,10,22,22,100.0,100.3,9511.0
2023-06-01,11,22,21,95.5,105.0,10443.0
2023-06-01,12,22,21,95.5,96.5,11300.0
2023-06-01,13,22,22,100.0,101.3,12199.0
2023-06-01,14,22,22,100.0,112.8,13200.0
2023-06-01,15,22,20,90.9,83.2,13939.0
2023-06-01,16,22,20,90.9,99.4,14821.0
2023-06-01,17,22,20,90.9,84.9,15574.0
2023-06-01,18,22,21,95.5,99.8,16461.0
2023-06-01,19,22,20,90.9,92.8,17285.0
2023-06-01,20,22,18,81.8,86.7,18054.0
2023-06-01,21,22,21,95.5,107.7,19010.0
2023-06-01,22,22,21,95.5,92.8,19833.0
2023-06-01,23,22,20,90.9,79.4,20539.0
2023-06-01,24,22,18,81.8,78.9,21239.0
2023-06-01,25,22,20,90.9,89.8,22036.0
2023-06-01,26,22,18,81.8,104.9,22968.0
2023-06-01,27,22,19,86.4,75.8,23641.0
2023-06-01,28,22,19,86.4,78.4,24337.0
2023-06-01,29,22,19,86.4,103.8,25259.0
2023-06-01,30,22,18,81.8,80.9,25978.0
2023-06-01,31,22,19,86.4,87.4,26754.0
2023-06-01,32,22,18,81.8,86.3,27520.0
2023-06-01,33,22,19,86.4,87.7,28298.0
2023-06-01,34,22,17,77.3,86.0,29062.0
2023-06-01,35,22,18,81.8,80.5,29777.0
2023-06-01,36,22,12,54.5,56.1,30275.0
2023-06-01,37,22,14,63.6,69.1,30888.0
2023-07-01,0,23,23,100.0,100.0,2607.0
2023-07-01,1,23,22,95.7,101.2,5246.0
2023-07-01,2,23,20,87.0,85.9,7486.0
2023-07-01,3,23,22,95.7,97.5,10028.0
2023-07-01,4,23,22,95.7,95.1,12507.0
2023-07-01,5,23,22,95.7,79.9,14591.0
2023-07-01,6,23,23,100.0,97.2,17126.0
2023-07-01,7,23,22,95.7,83.1,19292.0
2023-07-01,8,23,22,95.7,83.1,21460.0
2023-07-01,9,23,22,95.7,87.4,23738.0
2023-07-01,10,23,22,95.7,81.9,25873.0
2023-07-01,11,23,21,91.3,96.5,28390.0
2023-07-01,12,23,22,95.7,81.3,30510.0
2023-07-01,13,23,22,95.7,95.9,33010.0
2023-07-01,14,23,23,100.0,97.1,35542.0
2023-07-01,15,23,22,95.7,105.3,38288.0
2023-07-01,16,23,21,91.3,82.7,40445.0
2023-07-01,17,23,23,100.0,97.0,42975.0
2023-07-01,18,23,22,95.7,102.6,45652.0
2023-07-01,19,23,19,82.6,86.8,47914.0
2023-07-01,20,23,21,91.3,78.1,49952.0
2023-07-01,21,23,22,95.7,100.6,52576.0
2023-07-01,22,23,22,95.7,79.1,54639.0
2023-07-01,23,23,21,91.3,111.0,57535.0
2023-07-01,24,23,21,91.3,98.0,60090.0
2023-07-01,25,23,21,91.3,102.3,62756.0
2023-07-01,26,23,20,87.0,77.1,64767.0
2023-07-01,27,23,21,91.3,96.4,67279.0
2023-07-01,28,23,20,87.0,94.4,69741.0
2023-07-01,29,23,21,91.3,95.8,72239.0
2023-07-01,30,23,21,91.3,96.1,74745.0
2023-07-01,31,23,18,78.3,74.7,76693.0
2023-07-01,32,23,19,82.6,72.6,78587.0
2023-07-01,33,23,19,82.6,70.8,80434.0
2023-07-01,34,23,18,78.3,72.3,82318.0
2023-07-01,35,23,18,78.3,69.6,84134.0
2023-07-01,36,23,16,69.6,74.2,86068.0
2023-08-01,0,27,27,100.0,100.0,1760.0
2023-08-01,1,27,25,92.6,94.6,3424.0
2023-08-01,2,27,26,96.3,122.8,5586.0
2023-08-01,3,27,24,88.9,97.3,7297.0
2023-08-01,4,27,25,92.6,97.1,9005.0
2023-08-01,5,27,25,92.6,102.8,10814.0
2023-08-01,6,27,25,92.6,95.5,12494.0
2023-08-01,7,27,26,96.3,101.6,14282.0
2023-08-01,8,27,23,85.2,72.1,15550.0
2023-08-01,9,27,26,96.3,122.3,17702.0
2023-08-01,10,27,26,96.3,96.5,19399.0
2023-08-01,11,27,26,96.3,107.2,21285.0
2023-08-01,12,27,26,96.3,95.4,22964.0
2023-08-01,13,27,26,96.3,98.6,24700.0
2023-08-01,14,27,27,100.0,96.9,26404.0
2023-08-01,15,27,26,96.3,82.7,27860.0
2023-08-01,16,27,26,96.3,121.2,29992.0
2023-08-01,17,27,27,100.0,95.6,31673.0
2023-08-01,18,27,26,96.3,95.0,33345.0
2023-08-01,19,27,27,100.0,97.1,35055.0
2023-08-01,20,27,27,100.0,96.8,36758.0
2023-08-01,21,27,24,88.9,76.4,38102.0
2023-08-01,22,27,27,100.0,97.2,39812.0
2023-08-01,23,27,26,96.3,95.6,41495.0
2023-08-01,24,27,22,81.5,92.3,43118.0
2023-08-01,25,27,19,70.4,78.5,44499.0
2023-08-01,26,27,22,81.5,113.7,46499.0
2023-08-01,27,27,21,77.8,83.0,47960.0
2023-08-01,28,27,20,74.1,95.1,49633.0
2023-08-01,29,27,20,74.1,81.3,51063.0
2023-08-01,30,27,21,77.8,85.6,52570.0
2023-08-01,31,27,19,70.4,82.0,54012.0
2023-08-01,32,27,18,66.7,82.1,55456.0
2023-08-01,33,27,17,63.0,81.0,56881.0
2023-08-01,34,27,16,59.3,76.9,58234.0
2023-08-01,35,27,16,59.3,78.8,59620.0
2023-09-01,0,29,29,100.0,100.0,1564.0
2023-09-01,1,29,29,100.0,98.7,3108.0
2023-09-01,2,29,27,93.1,104.6,4744.0
2023-09-01,3,29,29,100.0,101.9,6339.0
2023-09-01,4,29,28,96.6,93.6,7803.0
2023-09-01,5,29,26,89.7,99.2,9354.0
2023-09-01,6,29,28,96.6,93.0,10808.0
2023-09-01,7,29,29,100.0,99.4,12364.0
2023-09-01,8,29,28,96.6,93.0,13819.0
2023-09-01,9,29,26,89.7,76.3,15014.0
2023-09-01,10,29,27,93.1,94.0,16484.0
2023-09-01,11,29,29,100.0,105.9,18141.0
2023-09-01,12,29,26,89.7,63.6,19136.0
2023-09-01,13,29,27,93.1,84.3,20455.0
2023-09-01,14,29,28,96.6,81.4,21729.0
2023-09-01,15,29,26,89.7,82.7,23022.0
2023-09-01,16,29,27,93.1,82.8,24317.0
2023-09-01,17,29,26,89.7,84.2,25635.0
2023-09-01,18,29,27,93.1,81.7,26913.0
2023-09-01,19,29,25,86.2,73.0,28054.0
2023-09-01,20,29,26,89.7,83.0,29353.0
2023-09-01,21,29,26,89.7,88.7,30740.0
2023-09-01,22,29,26,89.7,79.5,31985.0
2023-09-01,23,29,26,89.7,80.5,33243.0
2023-09-01,24,29,26,89.7,97.2,34763.0
2023-09-01,25,29,26,89.7,98.5,36304.0
2023-09-01,26,29,25,86.2,96.5,37813.0
2023-09-01,27,29,26,89.7,96.1,39317.0
2023-09-01,28,29,26,89.7,116.8,41143.0
2023-09-01,29,29,25,86.2,77.0,42347.0
2023-09-01,30,29,22,75.9,65.7,43375.0
2023-09-01,31,29,25,86.2,92.0,44815.0
2023-09-01,32,29,25,86.2,112.6,46577.0
2023-09-01,33,29,22,75.9,70.5,47679.0
2023-09-01,34,29,23,79.3,73.6,48831.0
2023-10-01,0,21,21,100.0,100.0,2012.0
2023-10-01,1,21,20,95.2,99.3,4009.0
2023-10-01,2,21,19,90.5,98.7,5996.0
2023-10-01,3,21,21,100.0,100.5,8017.0
2023-10-01,4,21,21,100.0,100.6,10041.0
2023-10-01,5,21,21,100.0,99.9,12051.0
2023-10-01,6,21,20,95.2,99.1,14045.0
2023-10-01,7,21,21,100.0,101.0,16078.0
2023-10-01,8,21,20,95.2,99.2,18073.0
2023-10-01,9,21,21,100.0,100.1,20087.0
2023-10-01,10,21,21,100.0,100.7,22113.0
2023-10-01,11,21,21,100.0,100.8,24141.0
2023-10-01,12,21,17,81.0,92.2,25996.0
2023-10-01,13,21,18,85.7,96.2,27931.0
2023-10-01,14,21,20,95.2,99.2,29927.0
2023-10-01,15,21,20,95.2,97.1,31881.0
2023-10-01,16,21,17,81.0,95.3,33799.0
2023-10-01,17,21,20,95.2,97.5,35760.0
2023-10-01,18,21,19,90.5,96.7,37706.0
2023-10-01,19,21,20,95.2,97.3,39663.0
2023-10-01,20,21,20,95.2,97.9,41632.0
2023-10-01,21,21,18,85.7,95.7,43558.0
2023-10-01,22,21,19,90.5,99.3,45556.0
2023-10-01,23,21,19,90.5,96.8,47504.0
2023-10-01,24,21,16,76.2,75.8,49029.0
2023-10-01,25,21,14,66.7,72.3,50483.0
2023-10-01,26,21,16,76.2,75.7,52006.0
2023-10-01,27,21,15,71.4,72.9,53473.0
2023-10-01,28,21,14,66.7,72.3,54929.0
2023-10-01,29,21,14,66.7,71.6,56369.0
2023-10-01,30,21,15,71.4,72.6,57830.0
2023-10-01,31,21,13,61.9,69.5,59228.0
2023-10-01,32,21,13,61.9,69.5,60627.0
2023-10-01,33,21,11,52.4,66.9,61972.0
2023-11-01,0,24,24,100.0,100.0,2369.0
2023-11-01,1,24,23,95.8,115.3,5101.0
2023-11-01,2,24,23,95.8,82.7,7060.0
2023-11-01,3,24,22,91.7,81.7,8995.0
2023-11-01,4,24,22,91.7,96.1,11271.0
2023-11-01,5,24,22,91.7,99.8,13637.0
2023-11-01,6,24,24,100.0,100.3,16014.0
2023-11-01,7,24,24,100.0,107.3,18557.0
2023-11-01,8,24,23,95.8,98.3,20886.0
2023-11-01,9,24,22,91.7,94.0,23113.0
2023-11-01,10,24,22,91.7,70.0,24770.0
2023-11-01,11,24,24,100.0,101.6,27176.0
2023-11-01,12,24,23,95.8,94.4,29412.0
2023-11-01,13,24,22,91.7,96.7,31702.0
