cohort,k,cohort_size,active,logo_retention_pct,revenue_retention_pct,cum_rev_per_cohort_customer
2023-02-01,39,15,7,46.7,91.2,37767.0
2023-02-01,40,15,7,46.7,91.2,38757.0
2023-02-01,41,15,7,46.7,91.2,39748.0
2023-03-01,0,20,20,100.0,100.0,2648.0
2023-03-01,1,20,18,90.0,87.3,4958.0
2023-03-01,2,20,18,90.0,95.4,7483.0
2023-03-01,3,20,18,90.0,95.6,10013.0
2023-03-01,4,20,17,85.0,89.1,12372.0
2023-03-01,5,20,15,75.0,80.6,14505.0
2023-03-01,6,20,15,75.0,86.8,16803.0
2023-03-01,7,20,16,80.0,88.6,19150.0
2023-03-01,8,20,16,80.0,88.6,21498.0
2023-03-01,9,20,16,80.0,88.4,23838.0
2023-03-01,10,20,16,80.0,89.0,26195.0
2023-03-01,11,20,15,75.0,76.3,28215.0
2023-03-01,12,20,12,60.0,44.0,29380.0
2023-03-01,13,20,12,60.0,44.1,30547.0
2023-03-01,14,20,9,45.0,31.9,31391.0
2023-03-01,15,20,12,60.0,42.9,32528.0
2023-03-01,16,20,12,60.0,44.0,33694.0
2023-03-01,17,20,11,55.0,44.4,34870.0
2023-03-01,18,20,11,55.0,44.5,36048.0
2023-03-01,19,20,11,55.0,41.7,37153.0
2023-03-01,20,20,10,50.0,40.8,38234.0
2023-03-01,21,20,10,50.0,37.5,39227.0
2023-03-01,22,20,10,50.0,37.5,40219.0
2023-03-01,23,20,10,50.0,37.5,41212.0
2023-03-01,24,20,10,50.0,41.5,42310.0
2023-03-01,25,20,10,50.0,41.6,43412.0
2023-03-01,26,20,10,50.0,41.6,44514.0
2023-03-01,27,20,10,50.0,41.6,45614.0
2023-03-01,28,20,10,50.0,41.6,46714.0
2023-03-01,29,20,10,50.0,41.6,47815.0
2023-03-01,30,20,10,50.0,40.9,48898.0
2023-03-01,31,20,10,50.0,40.5,49970.0
2023-03-01,32,20,10,50.0,40.5,51042.0
2023-03-01,33,20,10,50.0,40.5,52115.0
2023-03-01,34,20,10,50.0,40.5,53187.0
2023-03-01,35,20,9,45.0,35.0,54114.0
2023-03-01,36,20,10,50.0,47.7,55376.0
2023-03-01,37,20,9,45.0,47.3,56628.0
2023-03-01,38,20,8,40.0,46.4,57857.0
2023-03-01,39,20,10,50.0,48.2,59133.0
2023-03-01,40,20,10,50.0,47.1,60380.0
2023-04-01,0,24,24,100.0,100.0,2291.0
2023-04-01,1,24,23,95.8,101.4,4614.0
2023-04-01,2,24,23,95.8,102.4,6959.0
2023-04-01,3,24,22,91.7,100.9,9272.0
2023-04-01,4,24,23,95.8,102.1,11611.0
2023-04-01,5,24,21,87.5,100.9,13923.0
2023-04-01,6,24,20,83.3,98.7,16184.0
2023-04-01,7,24,20,83.3,99.7,18469.0
2023-04-01,8,24,19,79.2,97.8,20710.0
2023-04-01,9,24,19,79.2,98.5,22968.0
2023-04-01,10,24,18,75.0,96.7,25184.0
2023-04-01,11,24,16,66.7,89.4,27233.0
2023-04-01,12,24,14,58.3,91.9,29339.0
2023-04-01,13,24,15,62.5,96.2,31544.0
2023-04-01,14,24,12,50.0,89.5,33594.0
2023-04-01,15,24,13,54.2,91.4,35689.0
2023-04-01,16,24,13,54.2,91.5,37786.0
2023-04-01,17,24,12,50.0,90.0,39848.0
2023-04-01,18,24,12,50.0,88.3,41872.0
2023-04-01,19,24,12,50.0,87.6,43878.0
2023-04-01,20,24,11,45.8,85.7,45842.0
2023-04-01,21,24,11,45.8,86.2,47816.0
2023-04-01,22,24,11,45.8,86.4,49796.0
2023-04-01,23,24,11,45.8,86.3,51773.0
2023-04-01,24,24,9,37.5,72.3,53430.0
2023-04-01,25,24,8,33.3,58.8,54777.0
2023-04-01,26,24,9,37.5,77.2,56545.0
2023-04-01,27,24,9,37.5,76.4,58295.0
2023-04-01,28,24,8,33.3,75.1,60016.0
2023-04-01,29,24,8,33.3,61.8,61432.0
2023-04-01,30,24,9,37.5,79.9,63264.0
2023-04-01,31,24,9,37.5,83.8,65185.0
2023-04-01,32,24,9,37.5,85.4,67142.0
2023-04-01,33,24,9,37.5,85.7,69105.0
2023-04-01,34,24,9,37.5,88.4,71131.0
2023-04-01,35,24,9,37.5,88.5,73159.0
2023-04-01,36,24,9,37.5,93.2,75295.0
2023-04-01,37,24,9,37.5,92.6,77416.0
2023-04-01,38,24,9,37.5,93.4,79555.0
2023-04-01,39,24,9,37.5,93.1,81689.0
2023-05-01,0,20,20,100.0,100.0,2521.0
2023-05-01,1,20,18,90.0,97.7,4984.0
2023-05-01,2,20,17,85.0,92.0,7303.0
2023-05-01,3,20,16,80.0,84.4,9430.0
2023-05-01,4,20,15,75.0,80.3,11454.0
2023-05-01,5,20,15,75.0,81.5,13509.0
2023-05-01,6,20,14,70.0,78.5,15488.0
2023-05-01,7,20,13,65.0,77.2,17434.0
2023-05-01,8,20,13,65.0,80.9,19472.0
2023-05-01,9,20,13,65.0,80.3,21498.0
2023-05-01,10,20,13,65.0,78.4,23475.0
2023-05-01,11,20,12,60.0,69.5,25227.0
2023-05-01,12,20,10,50.0,86.5,27407.0
2023-05-01,13,20,10,50.0,83.6,29515.0
2023-05-01,14,20,10,50.0,85.4,31668.0
2023-05-01,15,20,8,40.0,83.7,33778.0
2023-05-01,16,20,8,40.0,81.0,35821.0
2023-05-01,17,20,8,40.0,82.5,37901.0
2023-05-01,18,20,8,40.0,82.0,39970.0
2023-05-01,19,20,8,40.0,82.6,42051.0
2023-05-01,20,20,6,30.0,76.3,43975.0
2023-05-01,21,20,7,35.0,79.5,45980.0
2023-05-01,22,20,6,30.0,75.1,47874.0
2023-05-01,23,20,7,35.0,79.4,49877.0
2023-05-01,24,20,7,35.0,86.8,52064.0
2023-05-01,25,20,7,35.0,86.9,54255.0
2023-05-01,26,20,6,30.0,83.6,56362.0
2023-05-01,27,20,6,30.0,83.6,58469.0
2023-05-01,28,20,6,30.0,83.6,60575.0
2023-05-01,29,20,6,30.0,83.6,62682.0
2023-05-01,30,20,6,30.0,83.6,64789.0
2023-05-01,31,20,6,30.0,83.6,66895.0
2023-05-01,32,20,5,25.0,82.1,68965.0
2023-05-01,33,20,6,30.0,83.6,71072.0
2023-05-01,34,20,5,25.0,83.3,73174.0
2023-05-01,35,20,6,30.0,84.8,75312.0
2023-05-01,36,20,6,30.0,88.3,77538.0
2023-05-01,37,20,6,30.0,88.5,79769.0
2023-05-01,38,20,6,30.0,88.5,82000.0
2023-06-01,0,16,16,100.0,100.0,2662.0
2023-06-01,1,16,16,100.0,100.0,5323.0
2023-06-01,2,16,16,100.0,100.0,7985.0
2023-06-01,3,16,16,100.0,100.3,10654.0
2023-06-01,4,16,16,100.0,99.8,13312.0
2023-06-01,5,16,16,100.0,100.0,15972.0
2023-06-01,6,16,16,100.0,100.8,18656.0
2023-06-01,7,16,16,100.0,100.8,21339.0
2023-06-01,8,16,16,100.0,100.6,24017.0
2023-06-01,9,16,16,100.0,100.8,26700.0
2023-06-01,10,16,16,100.0,100.9,29386.0
2023-06-01,11,16,16,100.0,100.9,32072.0
2023-06-01,12,16,15,93.8,119.9,35262.0
2023-06-01,13,16,15,93.8,119.5,38442.0
2023-06-01,14,16,13,81.3,113.7,41469.0
2023-06-01,15,16,14,87.5,117.4,44595.0
2023-06-01,16,16,12,75.0,113.8,47625.0
2023-06-01,17,16,13,81.3,116.6,50728.0
2023-06-01,18,16,13,81.3,115.1,53793.0
2023-06-01,19,16,13,81.3,115.3,56861.0
2023-06-01,20,16,13,81.3,115.1,59924.0
2023-06-01,21,16,13,81.3,115.1,62987.0
2023-06-01,22,16,13,81.3,115.1,66050.0
2023-06-01,23,16,13,81.3,115.1,69113.0
2023-06-01,24,16,10,62.5,60.9,70733.0
2023-06-01,25,16,10,62.5,60.9,72354.0
2023-06-01,26,16,10,62.5,60.7,73969.0
2023-06-01,27,16,10,62.5,60.6,75583.0
2023-06-01,28,16,10,62.5,60.7,77198.0
2023-06-01,29,16,8,50.0,50.3,78537.0
2023-06-01,30,16,10,62.5,60.7,80152.0
2023-06-01,31,16,10,62.5,61.4,81787.0
2023-06-01,32,16,9,56.3,59.5,83369.0
2023-06-01,33,16,10,62.5,61.4,85002.0
2023-06-01,34,16,10,62.5,61.2,86632.0
2023-06-01,35,16,9,56.3,54.6,88084.0
2023-06-01,36,16,9,56.3,65.5,89829.0
2023-06-01,37,16,10,62.5,67.2,91618.0
2023-07-01,0,15,15,100.0,100.0,2782.0
2023-07-01,1,15,15,100.0,100.4,5574.0
2023-07-01,2,15,13,86.7,97.2,8279.0
2023-07-01,3,15,12,80.0,94.0,10894.0
2023-07-01,4,15,12,80.0,94.2,13514.0
2023-07-01,5,15,12,80.0,95.0,16158.0
2023-07-01,6,15,12,80.0,94.0,18774.0
2023-07-01,7,15,12,80.0,94.7,21408.0
2023-07-01,8,15,12,80.0,95.9,24075.0
2023-07-01,9,15,12,80.0,95.8,26739.0
2023-07-01,10,15,11,73.3,92.5,29313.0
2023-07-01,11,15,10,66.7,89.7,31809.0
2023-07-01,12,15,10,66.7,89.1,34288.0
2023-07-01,13,15,10,66.7,89.5,36777.0
2023-07-01,14,15,10,66.7,88.2,39230.0
2023-07-01,15,15,10,66.7,89.2,41711.0
2023-07-01,16,15,10,66.7,89.3,44195.0
2023-07-01,17,15,9,60.0,78.5,46380.0
2023-07-01,18,15,9,60.0,79.7,48595.0
2023-07-01,19,15,9,60.0,80.5,50835.0
2023-07-01,20,15,9,60.0,80.3,53068.0
2023-07-01,21,15,9,60.0,79.6,55283.0
2023-07-01,22,15,8,53.3,75.7,57390.0
2023-07-01,23,15,9,60.0,79.5,59602.0
2023-07-01,24,15,7,46.7,78.1,61775.0
2023-07-01,25,15,6,40.0,74.3,63842.0
2023-07-01,26,15,6,40.0,74.7,65920.0
2023-07-01,27,15,6,40.0,75.1,68009.0
2023-07-01,28,15,6,40.0,75.1,70099.0
2023-07-01,29,15,6,40.0,73.9,72154.0
2023-07-01,30,15,6,40.0,74.0,74212.0
2023-07-01,31,15,6,40.0,74.3,76280.0
2023-07-01,32,15,6,40.0,74.5,78353.0
2023-07-01,33,15,6,40.0,74.0,80412.0
2023-07-01,34,15,6,40.0,73.7,82462.0
2023-07-01,35,15,5,33.3,73.2,84497.0
2023-07-01,36,15,5,33.3,12.6,84848.0
2023-08-01,0,17,17,100.0,100.0,2131.0
2023-08-01,1,17,16,94.1,90.3,4055.0
2023-08-01,2,17,16,94.1,90.8,5990.0
2023-08-01,3,17,16,94.1,89.6,7898.0
2023-08-01,4,17,15,88.2,94.4,9909.0
2023-08-01,5,17,14,82.4,91.9,11868.0
2023-08-01,6,17,12,70.6,86.2,13704.0
2023-08-01,7,17,13,76.5,75.5,15314.0
2023-08-01,8,17,13,76.5,82.5,17072.0
2023-08-01,9,17,13,76.5,82.6,18831.0
2023-08-01,10,17,13,76.5,83.0,20598.0
2023-08-01,11,17,13,76.5,83.1,22368.0
2023-08-01,12,17,11,64.7,80.9,24092.0
2023-08-01,13,17,11,64.7,81.0,25817.0
2023-08-01,14,17,11,64.7,81.0,27543.0
2023-08-01,15,17,11,64.7,81.0,29268.0
2023-08-01,16,17,10,58.8,77.3,30916.0
2023-08-01,17,17,10,58.8,64.2,32283.0
2023-08-01,18,17,11,64.7,84.6,34085.0
2023-08-01,19,17,8,47.1,61.7,35399.0
2023-08-01,20,17,9,52.9,78.4,37070.0
2023-08-01,21,17,9,52.9,78.7,38746.0
2023-08-01,22,17,9,52.9,78.7,40422.0
2023-08-01,23,17,9,52.9,80.5,42137.0
2023-08-01,24,17,9,52.9,82.8,43901.0
2023-08-01,25,17,9,52.9,82.8,45665.0
2023-08-01,26,17,9,52.9,82.8,47428.0
2023-08-01,27,17,9,52.9,82.8,49192.0
2023-08-01,28,17,9,52.9,83.1,50962.0
2023-08-01,29,17,9,52.9,83.3,52738.0
2023-08-01,30,17,8,47.1,83.5,54516.0
2023-08-01,31,17,8,47.1,81.9,56261.0
2023-08-01,32,17,8,47.1,82.0,58007.0
2023-08-01,33,17,7,41.2,60.8,59302.0
2023-08-01,34,17,6,35.3,62.7,60637.0
2023-08-01,35,17,5,29.4,61.1,61938.0
2023-09-01,0,19,19,100.0,100.0,1943.0
2023-09-01,1,19,18,94.7,99.1,3868.0
2023-09-01,2,19,17,89.5,97.1,5755.0
2023-09-01,3,19,16,84.2,96.1,7623.0
2023-09-01,4,19,16,84.2,95.3,9475.0
2023-09-01,5,19,17,89.5,97.8,11375.0
2023-09-01,6,19,17,89.5,98.0,13280.0
2023-09-01,7,19,17,89.5,97.5,15175.0
2023-09-01,8,19,17,89.5,99.1,17100.0
2023-09-01,9,19,17,89.5,99.2,19027.0
2023-09-01,10,19,17,89.5,99.0,20950.0
2023-09-01,11,19,16,84.2,99.7,22888.0
2023-09-01,12,19,14,73.7,81.5,24472.0
2023-09-01,13,19,14,73.7,81.6,26058.0
2023-09-01,14,19,14,73.7,81.3,27639.0
2023-09-01,15,19,14,73.7,81.0,29212.0
2023-09-01,16,19,13,68.4,70.8,30589.0
2023-09-01,17,19,12,63.2,87.9,32297.0
2023-09-01,18,19,13,68.4,80.1,33854.0
2023-09-01,19,19,11,57.9,77.0,35351.0
2023-09-01,20,19,13,68.4,79.5,36895.0
2023-09-01,21,19,12,63.2,79.4,38437.0
2023-09-01,22,19,11,57.9,72.5,39846.0
2023-09-01,23,19,12,63.2,86.8,41533.0
2023-09-01,24,19,10,52.6,59.6,42691.0
2023-09-01,25,19,10,52.6,61.3,43882.0
2023-09-01,26,19,10,52.6,61.3,45074.0
2023-09-01,27,19,10,52.6,61.3,46265.0
2023-09-01,28,19,10,52.6,61.3,47456.0
2023-09-01,29,19,9,47.4,59.4,48610.0
2023-09-01,30,19,10,52.6,60.7,49790.0
2023-09-01,31,19,10,52.6,60.7,50969.0
2023-09-01,32,19,10,52.6,60.7,52149.0
2023-09-01,33,19,10,52.6,60.7,53329.0
2023-09-01,34,19,10,52.6,61.5,54524.0
2023-10-01,0,25,25,100.0,100.0,2998.0
2023-10-01,1,25,25,100.0,100.0,5997.0
2023-10-01,2,25,25,100.0,100.4,9006.0
2023-10-01,3,25,25,100.0,100.3,12014.0
2023-10-01,4,25,24,96.0,99.7,15002.0
2023-10-01,5,25,25,100.0,102.0,18059.0
2023-10-01,6,25,24,96.0,101.5,21101.0
2023-10-01,7,25,22,88.0,93.9,23916.0
2023-10-01,8,25,24,96.0,108.8,27177.0
2023-10-01,9,25,24,96.0,101.8,30230.0
2023-10-01,10,25,23,92.0,100.6,33245.0
2023-10-01,11,25,22,88.0,100.4,36254.0
2023-10-01,12,25,18,72.0,101.1,39287.0
2023-10-01,13,25,18,72.0,100.3,42292.0
2023-10-01,14,25,18,72.0,100.3,45299.0
2023-10-01,15,25,18,72.0,100.7,48317.0
2023-10-01,16,25,15,60.0,96.2,51202.0
2023-10-01,17,25,18,72.0,102.6,54279.0
2023-10-01,18,25,17,68.0,97.4,57200.0
2023-10-01,19,25,17,68.0,97.8,60133.0
2023-10-01,20,25,17,68.0,97.5,63055.0
2023-10-01,21,25,15,60.0,95.9,65931.0
2023-10-01,22,25,16,64.0,97.5,68855.0
2023-10-01,23,25,16,64.0,98.4,71804.0
2023-10-01,24,25,15,60.0,111.2,75138.0
2023-10-01,25,25,14,56.0,112.9,78524.0
2023-10-01,26,25,14,56.0,107.2,81738.0
2023-10-01,27,25,13,52.0,111.8,85090.0
2023-10-01,28,25,12,48.0,111.0,88419.0
2023-10-01,29,25,12,48.0,111.9,91774.0
2023-10-01,30,25,13,52.0,111.9,95130.0
2023-10-01,31,25,13,52.0,112.7,98508.0
2023-10-01,32,25,13,52.0,112.6,101884.0
2023-10-01,33,25,12,48.0,112.0,105242.0
2023-11-01,0,24,24,100.0,100.0,2233.0
2023-11-01,1,24,21,87.5,95.8,4372.0
2023-11-01,2,24,22,91.7,97.8,6554.0
2023-11-01,3,24,22,91.7,98.4,8752.0
2023-11-01,4,24,22,91.7,96.9,10916.0
2023-11-01,5,24,17,70.8,90.6,12938.0
2023-11-01,6,24,17,70.8,93.2,15018.0
2023-11-01,7,24,18,75.0,94.5,17128.0
2023-11-01,8,24,18,75.0,92.8,19201.0
2023-11-01,9,24,18,75.0,92.2,21258.0
2023-11-01,10,24,18,75.0,95.4,23387.0
2023-11-01,11,24,18,75.0,95.0,25508.0
2023-11-01,12,24,15,62.5,107.2,27901.0
2023-11-01,13,24,15,62.5,105.0,30246.0
